"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRECIPITATION","SNOWFALL","MAXTEMP","MINTEMP"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-08-29,0,0,69,62
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-08-30,0,0,70,58
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-08-31,0,0,79,62
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-01,0,0,83,70
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-02,0,0,76,60
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-03,0,0,75,56
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-04,0,0,77,59
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-05,0,0,73,60
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-06,0,0,72,62
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-07,0,0,74,60
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-08,0,0,71,57
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-09,0,0,76,56
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-10,0,0,79,61
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-11,0,0,73,58
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-12,0,0,81,58
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-13,0,0,83,62
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-14,0,0,76,63
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-15,0,0,74,61
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-16,0,0,76,56
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-17,0,0,77,57
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-18,0,0,72,60
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-19,0.01,0,75,62
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-20,0.05,0,65,59
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-21,0.9,0,60,57
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-22,0.01,0,66,57
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-23,0,0,65,55
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-24,0,0,66,53
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-25,0,0,64,60
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-26,0.36,0,70,60
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-27,0,0,80,62
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-28,0,0,68,59
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-29,0,0,65,57
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-09-30,0,0,68,54
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-01,0,0,66,57
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-02,0,0,66,55
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-03,0,0,69,53
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-04,0,0,73,56
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-05,0,0,71,57
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-06,0,0,62,51
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-07,0.4,0,61,53
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-08,0,0,66,51
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-09,0,0,65,50
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-10,0,0,60,47
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-11,0,0,70,47
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-12,0,0,72,50
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-13,0.09,0,53,43
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-14,0.2,0,53,43
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-15,0,0,55,42
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-16,0,0,57,44
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-17,0,0,55,40
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-18,0,0,60,43
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-19,0,0,67,42
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-20,0,0,77,45
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-21,0,0,83,52
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-22,0,0,72,55
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-23,0,0,78,51
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-24,0,0,72,51
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-25,0,0,56,45
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-26,0,0,67,48
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-27,0,0,55,41
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-28,0,0,49,38
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-29,0.04,0,56,36
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-30,0.18,0,66,50
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-10-31,0,0,78,56
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-01,0,0,79,55
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-02,0,0,56,40
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-03,0,0,47,36
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-04,0,0,50,35
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-05,0,0,75,49
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-06,0,0,82,61
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-07,0,0,72,52
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-08,0.01,0,65,45
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-09,0,0,52,40
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-10,0.01,0,58,36
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-11,0.08,0,68,52
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-12,0,0,58,37
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-13,0,0,46,32
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-14,0,0,44,31
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-15,0,0,60,34
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-16,0,0,62,45
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-17,0,0,64,46
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-18,0,0,61,43
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-19,0,0,57,45
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-20,0,0,52,41
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-21,0.68,0,48,45
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-22,0.71,0,53,43
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-23,0.81,0,47,42
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-24,0,0,50,41
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-25,0,0,52,37
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-26,0.33,0,48,34
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-27,0,0,50,38
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-28,0.73,0,48,38
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-29,0,0,46,36
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-11-30,0,0,41,32
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-01,0,0,38,29
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-02,0,0,39,26
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-03,0,0,39,28
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-04,0.08,0,40,28
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-05,0.34,0,41,33
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-06,0,0,35,27
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-07,0,0,39,26
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-08,0.02,0.3,50,31
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-09,0.35,0,46,35
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-10,0.06,0,44,31
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-11,2.76,0,62,37
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-12,0.02,0,56,29
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-13,0,0,33,25
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-14,0,0,35,23
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-15,0,0,36,21
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-16,0,0,45,32
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-17,0.17,0,60,45
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-18,0.58,0,50,38
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-19,0.12,0,45,32
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-20,0.51,5.2,37,26
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-21,0,0,29,17
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-22,0,0,19,11
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-23,0,0,26,10
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-24,0,0.2,35,24
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-25,0,0,33,24
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-26,0,0,37,27
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-27,0,0,40,24
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-28,0.11,0,46,33
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-29,0.01,0,51,40
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-30,0.52,0,58,44
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,2024-12-31,0,0,52,38
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-01,0,0,40,30
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-02,0,0,40,18
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-03,0,0,38,27
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-04,0,0,38,32
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-05,0,0,40,18
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-06,0,0,38,21
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-07,0.78,12.7,34,20
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-08,0,0,32,27
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-09,0,0,36,19
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-10,2.2,0,45,19
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-11,0.03,0,46,36
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-12,0,0,42,28
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-13,1.24,0,44,36
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-14,0.02,0,46,27
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-15,0,0,35,12
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-16,0.01,0.1,31,16
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-17,0.25,3,24,15
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-18,0,0,26,7
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-19,0,0,29,15
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-20,0,0,24,6
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-21,0,0,16,7
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-22,0,0,29,11
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-23,0,0,38,18
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-24,0.23,1,38,31
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-25,0.75,0,38,31
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-26,0.58,0,39,35
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-27,0.06,0,37,33
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-28,0.03,0,40,35
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-29,0.93,0,35,30
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-30,0,0,34,28
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-01-31,0,0,32,26
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-01,0,0,36,24
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-02,0,0,38,34
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-03,0,0,40,26
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-04,0,0,36,20
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-05,0,0,42,24
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-06,0,0,41,22
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-07,0,0,38,25
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-08,0,0,48,24
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-09,0,0,48,27
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-10,0,0,51,30
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-11,0,0,56,36
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-12,0,0,44,28
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-13,0,0,46,28
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-14,0.18,0,32,22
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-15,0,0,32,18
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-16,0.01,0.1,35,29
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-17,0,0,34,26
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-18,0,0,34,16
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-19,0,0,35,19
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-20,0,0,33,12
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-21,0,0,36,13
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-22,0,0,40,19
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-23,0.3,0,43,22
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-24,0,0,45,23
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-25,0,0,33,12
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-26,0,0,40,12
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-27,0,0,58,28
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-28,0.49,0,58,39
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-02-29,0.46,0,51,22
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-01,0,0,32,17
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-02,0.01,0,47,30
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-03,0.88,0,51,39
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-04,0,0,65,39
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-05,0.01,0,56,39
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-06,0.5,0,46,38
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-07,1.9,0,50,42
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-08,0.03,0,50,32
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-09,0,0,54,30
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-10,1.35,0,38,32
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-11,0,0,44,30
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-12,0,0,56,32
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-13,0,0,61,32
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-14,0.07,0,66,31
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-15,0,0,70,44
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-16,0,0,53,30
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-17,0,0,59,38
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-18,0,0,58,32
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-19,0,0,48,30
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-20,0,0,44,32
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-21,0,0,48,24
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-22,0,0,36,20
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-23,NA,0,40,20
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-24,NA,0,36,24
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-25,0,0,41,25
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-26,0,0,48,30
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-27,0.03,0,47,36
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-28,0.42,0,52,36
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-29,0.25,0,50,36
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-30,0,0,48,35
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-03-31,0,0,54,37
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-04-01,0,0,53,34
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-04-02,0,0,56,37
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-04-03,0.48,0,50,36
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-04-04,0.85,0,38,32
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-04-05,0.2,1,39,29
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-04-06,0.01,0,42,34
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-04-07,0,0,48,33
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-04-08,0,0,56,30
"USC00199193","WESTFIELD 3 SW, MA US",42.0931,-72.8035,131.1,2024-04-09,0,0,68,36
