price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long
186.375,3,1,1000,7636,1,FALSE,0,2,7,1000,0,1952,0,98166,47.472,-122.344
590,4,2.5,3220,7875,1.5,FALSE,0,4,8,3220,0,1966,0,98008,47.626,-122.12
857.5,4,2.75,2960,5040,2,FALSE,3,3,9,2210,750,1952,1993,98116,47.5747,-122.408
275,3,2.5,1870,6821,2,FALSE,0,3,7,1870,0,1989,0,98023,47.3065,-122.358
440,4,2.75,2340,11034,1,FALSE,0,3,8,1720,620,1967,0,98155,47.7686,-122.278
620,4,2.5,2730,9260,2,FALSE,0,3,8,2730,0,2008,0,98133,47.7222,-122.331
535,3,2.25,2050,6648,1,FALSE,0,3,7,1230,820,1990,0,98133,47.7258,-122.332
600,3,2.75,3580,14217,2,FALSE,3,4,10,2210,1370,1989,0,98023,47.3244,-122.379
284.95,3,1,990,10723,1,FALSE,0,5,7,990,0,1960,0,98059,47.4887,-122.133
230,3,1,1000,4000,1.5,FALSE,0,4,6,1000,0,1915,0,98118,47.5523,-122.286
215,3,1,1060,9954,1,FALSE,0,4,7,1060,0,1960,0,98032,47.3801,-122.289
466,4,2.25,2170,8050,1,FALSE,0,3,7,1220,950,1976,0,98072,47.7354,-122.174
770,4,2.5,3560,6187,2,FALSE,0,3,9,3560,0,2003,0,98029,47.5593,-122.016
369.95,3,2.5,1930,8254,2,FALSE,0,3,7,1930,0,2014,0,98146,47.4973,-122.346
406,3,1.75,1390,7904,1,FALSE,0,3,7,1390,0,1985,0,98056,47.4892,-122.181
270,4,1,1900,8505,1,FALSE,0,3,7,1200,700,1956,0,98055,47.4406,-122.196
515,3,2.5,2600,4506,2,FALSE,0,3,8,2600,0,2003,0,98028,47.7353,-122.222
685,3,2,2210,5000,1.5,FALSE,2,3,7,1710,500,1909,0,98103,47.6754,-122.357
491,3,2,1250,1306,3,FALSE,0,3,7,1250,0,2000,0,98107,47.6705,-122.39
355,2,2.5,1370,1140,2,FALSE,0,3,8,1080,290,2009,0,98133,47.7055,-122.342
500,3,2.25,1760,11946,2,FALSE,0,3,8,1760,0,1978,0,98074,47.624,-122.05
661,4,1.75,1670,13125,1,FALSE,0,5,8,1670,0,1973,0,98052,47.6315,-122.101
292,4,2.75,2910,7712,1,FALSE,0,3,7,1600,1310,1998,0,98002,47.2842,-122.198
514.5,4,2.5,2990,9614,1,FALSE,2,4,9,1740,1250,1976,0,98003,47.3424,-122.329
478,3,1,1280,2580,1.5,FALSE,0,3,8,1280,0,1910,2014,98115,47.6727,-122.32
569.95,5,4.25,3380,7805,2,FALSE,0,3,8,3380,0,2014,0,98148,47.4349,-122.328
555,5,3,3640,6930,2,FALSE,0,3,8,3640,0,2004,0,98038,47.3521,-122.012
585,4,2.5,2910,6250,2,FALSE,0,3,8,2910,0,1999,0,98065,47.538,-121.87
355,2,1,1450,9150,1,FALSE,0,4,7,1450,0,1965,0,98188,47.4689,-122.277
342.5,3,2.5,1810,5192,2,FALSE,0,3,8,1810,0,1993,0,98038,47.3724,-122.042
368,3,1.75,2120,11340,1,FALSE,3,4,7,1060,1060,1966,0,98198,47.4109,-122.329
339.275,3,1.5,1590,7260,1,FALSE,0,3,7,1080,510,1964,0,98133,47.7753,-122.353
490,2,1,1420,4305,1,FALSE,0,4,7,920,500,1941,0,98115,47.6864,-122.311
176,3,3.25,1340,5434,2,FALSE,0,3,7,1340,0,1986,0,98038,47.3779,-122.045
506,2,1,1570,8210,1,FALSE,0,4,8,1150,420,1952,0,98177,47.7221,-122.371
300,4,2.25,1740,9613,2,FALSE,0,5,8,1740,0,1989,0,98058,47.463,-122.125
620,3,2.25,2010,7495,1,FALSE,0,4,8,1570,440,1979,0,98027,47.5613,-122.083
826,3,3.25,2330,4000,1,FALSE,2,3,10,1730,600,1964,2000,98144,47.5882,-122.295
620,3,2.25,1990,6256,1,FALSE,0,3,7,1390,600,1960,0,98033,47.6903,-122.206
799.95,4,3.5,3030,5494,3,FALSE,0,3,9,3030,0,2014,0,98052,47.7103,-122.109
272,4,2.25,2040,7600,1,FALSE,0,4,8,1580,460,1978,0,98023,47.3169,-122.365
592,4,2.5,2300,11165,2,FALSE,0,4,8,2300,0,1979,0,98008,47.5794,-122.118
279,3,2.5,1500,7350,1,FALSE,0,2,7,1060,440,1979,0,98023,47.3025,-122.382
307,3,1,1020,8484,1,FALSE,0,3,6,1020,0,1949,0,98155,47.7719,-122.31
525,5,2.25,2500,8621,1.5,FALSE,0,4,7,2500,0,1968,0,98034,47.7379,-122.185
301.5,2,1.5,830,1333,2,FALSE,0,3,7,830,0,2005,0,98136,47.5506,-122.381
300,3,1.5,1590,8911,1,FALSE,0,3,7,1590,0,1956,0,98028,47.7394,-122.252
539.95,5,3,3100,5250,2,FALSE,0,3,7,3100,0,2006,0,98065,47.5369,-121.888
359.95,4,2.5,3010,5701,2,FALSE,0,3,8,3010,0,2003,0,98042,47.3492,-122.152
772,3,2.25,1640,1204,3,FALSE,0,3,8,1640,0,2014,0,98112,47.6196,-122.297
525,4,1.5,1680,10500,2,FALSE,0,3,7,1680,0,1962,0,98033,47.6806,-122.166
276,3,1.5,1820,8750,1,FALSE,0,4,7,1200,620,1958,0,98198,47.4213,-122.322
260,3,2.5,1850,7875,1,FALSE,0,3,7,1250,600,1968,0,98058,47.434,-122.171
229,3,1,1590,6240,1,FALSE,0,3,7,1060,530,1956,0,98146,47.4936,-122.337
271,4,1.75,1710,7200,1,FALSE,0,5,7,910,800,1975,0,98031,47.3967,-122.174
189,3,1,1380,7282,1.5,FALSE,0,5,6,1380,0,1915,0,98002,47.3006,-122.223
440,3,2.5,1440,5434,2,FALSE,0,3,7,1440,0,2003,0,98053,47.6818,-122.034
349.95,3,2.5,2390,6441,2,FALSE,0,3,7,2390,0,2002,0,98038,47.3659,-122.029
765,4,2.5,2980,5000,2,FALSE,0,3,10,2980,0,2006,0,98027,47.5431,-121.997
180,3,1,840,5700,1,FALSE,0,4,5,840,0,1945,0,98038,47.3948,-122.028
450,3,2.5,1460,7573,2,FALSE,0,3,8,1460,0,1983,0,98007,47.6012,-122.141
350,4,2.25,1770,7778,2,FALSE,0,3,7,1770,0,1998,0,98031,47.4192,-122.201
922,4,2.5,2620,14126,1,FALSE,4,4,8,1620,1000,1941,0,98117,47.6983,-122.397
287.5,3,1,1810,7200,1,FALSE,0,4,7,1130,680,1954,0,98133,47.7493,-122.351
415,3,2.25,1445,1512,2,FALSE,0,3,7,1300,145,2004,0,98027,47.5341,-122.069
395,3,2.5,2510,5320,2,FALSE,0,3,8,2510,0,2005,0,98106,47.5374,-122.357
587.5,4,2.25,1780,6120,1,FALSE,0,3,8,1310,470,1951,0,98115,47.6955,-122.287
588,5,3,3110,4464,2,FALSE,0,3,8,3110,0,2007,0,98011,47.7719,-122.168
160,3,1.5,960,6497,1,FALSE,0,4,7,960,0,1970,0,98023,47.3018,-122.378
215,3,1,960,7200,1,FALSE,0,4,6,960,0,1958,0,98166,47.4583,-122.353
270,3,1,1240,14110,1,FALSE,0,4,7,1240,0,1972,0,98058,47.4579,-122.09
370,2,1,850,6213,1,FALSE,0,3,6,750,100,1916,0,98136,47.5282,-122.384
490,3,1.75,1770,7508,1,FALSE,0,3,7,1270,500,1962,0,98133,47.7354,-122.343
522,3,1,1150,7080,1,FALSE,0,3,7,1150,0,1952,0,98125,47.7106,-122.288
581,4,2,2510,13695,1,FALSE,0,4,7,1280,1230,1961,2001,98033,47.7005,-122.174
304.95,3,1.75,1350,9000,1,FALSE,0,3,7,1350,0,1987,0,98045,47.4487,-121.773
639.983,5,3,2800,5700,2,FALSE,0,3,8,2800,0,2014,0,98059,47.4969,-122.145
419.95,3,2.5,3120,6000,2,FALSE,0,3,9,3120,0,2007,0,98038,47.3473,-122.03
552.1,3,3,1330,1379,2,FALSE,0,4,8,1120,210,2005,0,98122,47.6126,-122.313
450,4,3,1890,13140,1,FALSE,0,4,7,1270,620,1967,0,98027,47.5221,-122.044
227,4,1,1200,7200,1.5,FALSE,0,3,6,1200,0,1944,0,98178,47.4951,-122.248
524.95,3,1.75,1750,3250,1.5,FALSE,0,4,7,1230,520,1929,0,98117,47.6807,-122.366
320,3,2.25,1200,1400,3,FALSE,0,3,8,1200,0,2005,0,98133,47.7046,-122.357
212,3,1.75,1100,9750,1,FALSE,0,4,6,1100,0,1967,0,98023,47.2955,-122.362
561,3,2.25,1640,7200,2,FALSE,0,4,8,1640,0,1985,0,98007,47.5948,-122.153
179,2,1,720,8914,1,FALSE,0,3,6,720,0,1949,0,98188,47.4488,-122.274
280,3,2.5,1600,7936,2,FALSE,0,3,7,1600,0,1996,0,98038,47.3673,-122.017
599.95,5,3,2600,13674,1,FALSE,0,5,8,1300,1300,1967,0,98125,47.7176,-122.302
529,3,1.75,2340,7724,1,FALSE,0,3,10,2340,0,2010,0,98058,47.4593,-122.134
422.5,2,1,800,4046,1,FALSE,0,3,7,800,0,1940,0,98117,47.6895,-122.382
308.5,2,1,850,6174,1,FALSE,0,4,7,850,0,1950,0,98155,47.7352,-122.328
216,3,1.75,1310,8670,1,FALSE,0,4,6,1310,0,1984,0,98092,47.3156,-122.186
250,3,1.5,2210,11111,1.5,FALSE,0,3,7,2210,0,1934,0,98168,47.492,-122.309
898,2,1.75,1490,9874,1,FALSE,0,4,7,1490,0,1963,0,98004,47.6246,-122.199
700,3,2.5,2410,9916,2,FALSE,0,4,10,2410,0,1989,0,98052,47.6911,-122.103
860,3,1.75,1860,5584,1,FALSE,0,3,8,1310,550,1951,0,98199,47.637,-122.4
459,2,2.25,1010,1107,2,FALSE,0,3,8,710,300,2006,0,98119,47.6363,-122.371
330,3,1.75,1590,9417,1,FALSE,0,4,7,1590,0,1954,0,98177,47.7617,-122.36
394.9,3,1,1430,13370,1,FALSE,0,3,7,1430,0,1962,0,98034,47.7317,-122.241
470,3,3.25,1740,1693,2,FALSE,0,3,8,1360,380,2007,0,98116,47.558,-122.382
551,2,2,2260,9604,1,FALSE,0,3,9,2260,0,1990,0,98011,47.7718,-122.208
620,3,2.5,2480,9041,2,FALSE,0,3,7,2480,0,2004,0,98053,47.6797,-122.035
601.45,2,3.25,1840,1500,3,FALSE,0,3,8,1840,0,2001,0,98103,47.6595,-122.354
449,3,1.75,1660,9697,1,FALSE,0,4,7,1660,0,1952,0,98155,47.7564,-122.286
465,3,1.5,1460,9879,1,FALSE,0,3,7,1460,0,1956,0,98008,47.6346,-122.127
124.5,2,1,840,6480,1,FALSE,0,4,5,840,0,1954,0,98001,47.264,-122.258
400,3,1.5,1890,6183,1,FALSE,0,3,7,1090,800,1967,0,98118,47.5396,-122.269
300,3,2.5,1330,1200,3,FALSE,0,3,7,1330,0,2002,0,98133,47.7034,-122.344
637,4,2.5,1710,5000,1,FALSE,0,3,8,1110,600,1979,0,98115,47.6772,-122.285
820,3,2.5,2510,5503,2,FALSE,2,3,9,2510,0,1995,0,98136,47.5419,-122.383
425,2,1,830,6030,1,FALSE,0,4,6,830,0,1925,0,98103,47.6994,-122.347
265,2,1,940,9458,1,FALSE,0,3,6,940,0,1948,0,98155,47.7523,-122.311
857.5,3,1.5,2040,3960,2,FALSE,2,5,8,2040,0,1928,0,98103,47.6658,-122.355
385,4,2.5,2630,5701,2,FALSE,0,3,7,2630,0,2010,0,98042,47.375,-122.16
540,2,1,1170,4750,1,FALSE,0,3,6,1170,0,1903,0,98107,47.6729,-122.378
299,5,2.5,1940,9389,1,FALSE,0,4,7,1290,650,1960,0,98155,47.7438,-122.328
258.5,3,2,1460,7930,1,FALSE,0,3,7,1460,0,1989,0,98038,47.359,-122.049
434.5,3,1.75,1930,7210,1,FALSE,0,3,7,1110,820,1975,0,98072,47.735,-122.174
601,4,3.5,2160,3600,2,FALSE,0,3,8,1660,500,1998,0,98122,47.6103,-122.297
394,3,2,1160,3441,1,FALSE,0,4,6,580,580,1930,0,98136,47.5314,-122.392
204.7,4,2,1670,9987,1,FALSE,0,3,7,1670,0,1967,0,98001,47.3406,-122.284
385,3,1.5,1490,9630,1,FALSE,0,4,8,1490,0,1959,0,98028,47.7623,-122.256
265,3,2.5,1400,3368,2,FALSE,0,3,7,1400,0,2013,0,98146,47.5134,-122.342
469,2,1,1120,4284,1,FALSE,0,3,6,730,390,1921,0,98105,47.6688,-122.324
198,3,1.5,1430,7347,1,FALSE,0,3,7,820,610,1980,0,98023,47.2927,-122.369
220,4,1.75,1660,11664,1,FALSE,0,3,6,1010,650,1952,0,98168,47.4943,-122.331
515,4,2.5,3200,6473,2,FALSE,0,3,7,3200,0,2005,0,98059,47.5012,-122.15
320,4,1.75,1760,11180,1,FALSE,0,4,8,1760,0,1968,0,98059,47.4715,-122.118
250,3,2,1440,9220,1,FALSE,0,3,7,1440,0,1965,0,98198,47.3702,-122.317
302.5,3,2.25,3100,11985,1,FALSE,0,4,7,1790,1310,1963,0,98198,47.3825,-122.31
802.541,5,2.75,2990,6768,2,FALSE,0,3,9,2990,0,2014,0,98006,47.5462,-122.182
396,3,2.25,1680,9766,2,FALSE,0,3,7,1680,0,1989,0,98019,47.7341,-121.981
516,3,3,2330,7304,1,FALSE,0,3,9,1300,1030,1971,0,98005,47.5982,-122.172
420.25,3,2,1510,3657,1,FALSE,0,3,8,1510,0,2007,0,98053,47.7225,-122.029
678,3,2.25,2730,10675,2,FALSE,0,3,9,2730,0,1990,0,98074,47.6289,-122.042
432.5,3,2.5,2390,6435,1,FALSE,0,3,8,1600,790,1978,0,98034,47.726,-122.194
321,4,2.25,1800,4500,2,FALSE,0,4,8,1800,0,2004,0,98031,47.394,-122.183
370,4,2.5,2320,9264,2,FALSE,0,3,8,2320,0,1994,0,98188,47.4449,-122.274
615,2,1,1270,5000,1,FALSE,0,3,8,1090,180,1949,0,98117,47.6828,-122.393
540,4,3.5,3510,6005,2,FALSE,0,3,8,2750,760,2010,0,98065,47.5168,-121.87
245,3,2.25,1780,9598,2,FALSE,0,4,7,1780,0,1985,0,98030,47.3718,-122.182
206,2,2.5,1280,1566,2,FALSE,0,3,7,1280,0,2005,0,98055,47.4336,-122.195
408.474,3,2.5,1800,2731,2,FALSE,0,3,8,1800,0,2014,0,98065,47.5342,-121.841
225,4,1.5,1950,12559,1.5,FALSE,0,3,6,1950,0,1939,0,98188,47.4364,-122.282
706,4,2.5,2740,7571,2,FALSE,0,3,9,2740,0,2009,0,98033,47.6962,-122.179
600,3,1.75,1880,6360,1,FALSE,0,4,7,1040,840,1945,0,98115,47.6878,-122.286
205,3,1.5,1820,8585,1,FALSE,0,4,7,1820,0,1962,0,98055,47.4479,-122.213
546,3,2.5,1530,3464,2,FALSE,0,3,8,1530,0,1998,0,98007,47.6179,-122.141
257,2,1,1000,3700,1,FALSE,0,3,6,800,200,1929,0,98118,47.552,-122.29
982,4,2.75,3610,8580,2,FALSE,0,3,9,3610,0,2014,0,98033,47.6706,-122.173
640,3,2.5,2160,4000,1.5,FALSE,0,3,8,1960,200,1903,2013,98122,47.6045,-122.307
280.4,4,1.75,1730,7210,1,FALSE,0,4,7,1010,720,1968,0,98003,47.354,-122.315
263,4,2.75,1830,7315,1,FALSE,0,5,7,1250,580,1979,0,98023,47.2989,-122.38
522,4,2.25,1800,8623,1,FALSE,0,4,8,1360,440,1980,0,98033,47.692,-122.184
353.75,4,2,1710,7490,2,FALSE,0,3,7,1320,390,1956,0,98166,47.4544,-122.357
185,3,1.75,1080,9262,1,FALSE,0,3,7,1080,0,1968,0,98178,47.4883,-122.248
485,3,2.75,2650,12350,1,FALSE,0,4,7,1470,1180,1975,0,98028,47.7669,-122.268
645,4,2.5,2860,14000,2,FALSE,0,3,8,2860,0,1995,0,98019,47.7306,-121.973
529,3,1.75,1500,7367,1,FALSE,0,3,8,1500,0,1974,0,98033,47.6722,-122.167
269,3,2.5,1440,3800,2,FALSE,0,3,7,1440,0,2005,0,98038,47.3606,-122.039
545,3,2.5,2060,7184,2,FALSE,0,3,8,2060,0,1987,0,98029,47.567,-122.012
315,1,1,700,3876,1,FALSE,0,3,6,700,0,1910,0,98103,47.6886,-122.352
577,4,2.25,2360,7490,2,FALSE,0,3,8,2360,0,1979,0,98033,47.6988,-122.169
208.417,2,1,840,4200,1,FALSE,0,3,5,840,0,1938,0,98108,47.5292,-122.316
480,2,1,1060,3040,1,FALSE,0,3,7,860,200,1924,0,98103,47.6725,-122.329
398,2,2,1300,3865,1,FALSE,0,3,8,1300,0,2006,0,98053,47.7193,-122.024
255,3,2.5,2555,5720,2,FALSE,0,3,8,2555,0,2006,0,98031,47.386,-122.184
265,3,2.25,2540,7216,2,FALSE,0,3,8,2540,0,1991,0,98023,47.2906,-122.349
360,3,1.75,1500,7200,1,FALSE,0,3,7,1500,0,1957,0,98133,47.7748,-122.337
579,4,2.75,3220,9825,2,FALSE,0,3,8,3220,0,2012,0,98059,47.4863,-122.143
766,3,2.5,2270,9822,2,FALSE,0,3,9,2270,0,1988,0,98052,47.6685,-122.137
348,2,2.5,1270,1242,3,FALSE,0,3,7,1270,0,2008,0,98117,47.701,-122.362
668,4,2.5,2670,4410,2,FALSE,0,3,8,2670,0,1999,0,98075,47.5978,-122.038
310,4,1.5,1220,9600,1,FALSE,0,3,6,1220,0,1980,0,98014,47.6462,-121.909
600,4,2.5,2560,5593,2,FALSE,0,3,7,2560,0,2001,0,98053,47.6886,-122.037
234,4,2,1710,7455,1,FALSE,0,3,7,1030,680,1975,0,98031,47.3965,-122.173
368.5,5,2.75,2530,7601,1,FALSE,0,3,7,1520,1010,1992,0,98188,47.4683,-122.263
373,3,2,1400,2445,1,FALSE,0,3,7,840,560,2002,0,98144,47.5926,-122.299
809,3,2.5,2590,7720,2,FALSE,0,3,9,2590,0,1988,0,98007,47.659,-122.146
490,4,2,1650,6480,2,FALSE,0,5,7,1650,0,1947,0,98125,47.7117,-122.286
512.031,3,1.75,1540,3000,1,FALSE,2,3,7,770,770,1920,0,98117,47.6769,-122.36
298.9,3,2.5,1830,6162,2,FALSE,0,3,8,1830,0,1994,0,98092,47.3291,-122.17
542,2,2,1930,4500,1,FALSE,0,3,8,1930,0,2003,0,98053,47.7104,-122.031
224,3,1.75,1100,10125,1,FALSE,0,4,7,1100,0,1969,0,98092,47.3232,-122.103
283,4,2,2100,8160,1,FALSE,0,3,7,1200,900,1959,0,98106,47.5145,-122.365
739,3,2.5,2310,7348,1,FALSE,3,3,8,2310,0,2010,0,98053,47.7116,-122.019
200,4,2.75,2210,13235,2,FALSE,0,3,8,1730,480,1988,0,98003,47.3541,-122.303
760.369,5,2.5,2870,4712,2,FALSE,0,3,9,2870,0,2014,0,98006,47.5463,-122.182
650,10,2,3610,11914,2,FALSE,0,4,7,3010,600,1958,0,98006,47.5705,-122.175
689,3,1.75,2200,9840,1,FALSE,0,5,8,1500,700,1978,0,98006,47.559,-122.136
990,4,3.75,3450,4940,2,FALSE,0,3,10,2570,880,2006,0,98103,47.692,-122.338
351,3,1,1160,10518,1,FALSE,0,3,7,1160,0,1960,0,98028,47.7343,-122.22
453,2,1.5,1160,1269,2,FALSE,0,3,7,970,190,2005,0,98103,47.6608,-122.335
290,4,2.5,1700,7280,2,FALSE,0,4,7,1700,0,1988,0,98031,47.4045,-122.171
715,3,2.5,2550,13458,2,FALSE,0,3,9,2550,0,1990,0,98006,47.5586,-122.121
432.5,4,1.75,1500,1856,1,FALSE,0,5,7,750,750,1901,0,98144,47.5917,-122.296
355,2,1,960,6250,1,FALSE,0,3,6,960,0,1916,0,98136,47.5491,-122.386
210,3,1,1070,8179,1,FALSE,0,3,6,1070,0,1949,0,98146,47.5015,-122.349
293.55,4,1.75,1250,8840,1,FALSE,0,4,7,910,340,1979,0,98198,47.4138,-122.317
504.5,3,2.5,1820,1545,3,FALSE,2,3,8,1640,180,1998,0,98103,47.6523,-122.346
275,3,2,1340,9764,1,FALSE,0,3,7,1340,0,1944,0,98052,47.6786,-122.161
632,6,2.5,2560,8320,1,FALSE,0,3,7,1370,1190,1961,0,98125,47.7021,-122.287
252.5,3,1,1030,6127,1,FALSE,0,3,7,880,150,1947,0,98125,47.7192,-122.32
565,4,2.5,2330,7936,2,FALSE,0,3,9,2330,0,1987,0,98074,47.6269,-122.03
340,4,2.5,1910,7201,1,FALSE,0,3,7,1210,700,1987,0,98198,47.3908,-122.316
389,3,1.5,2030,10075,1,FALSE,0,5,7,1080,950,1961,0,98055,47.4713,-122.197
589,4,3,2440,9600,2,FALSE,0,5,7,2440,0,1961,0,98034,47.7044,-122.2
550,3,2.75,1960,13252,1,FALSE,0,5,8,1240,720,1975,0,98006,47.5582,-122.139
725,5,2.5,3210,12000,1,FALSE,0,4,8,1830,1380,1968,0,98007,47.6205,-122.148
225.9,3,1,1510,8800,1,FALSE,0,4,7,1010,500,1963,0,98003,47.329,-122.33
336,4,2.25,2210,11700,2,FALSE,0,4,8,2210,0,1967,0,98032,47.3648,-122.284
360,3,1.5,1060,6232,1,FALSE,0,4,7,1060,0,1968,0,98118,47.5329,-122.271
370,4,2,1950,3757,1,FALSE,0,4,6,1160,790,1908,0,98118,47.5372,-122.269
298,2,1,850,5000,1,FALSE,0,3,5,850,0,1907,0,98055,47.4874,-122.207
865,4,1.75,1800,4180,2,FALSE,3,4,8,1800,0,1921,0,98102,47.6462,-122.318
310,3,2.25,1590,3056,2,FALSE,0,3,7,1590,0,2001,0,98108,47.5432,-122.293
351,4,1,1430,8400,1,FALSE,0,3,6,730,700,1969,0,98072,47.7417,-122.172
564,4,1,1170,4590,1.5,FALSE,0,4,7,1170,0,1925,0,98115,47.6804,-122.311
325,4,1,1530,5684,1,FALSE,0,3,7,1130,400,1957,0,98108,47.5507,-122.298
305,3,1.75,1400,10350,1,FALSE,0,4,7,1400,0,1976,0,98059,47.479,-122.132
306,3,1,1190,10350,1,FALSE,0,4,7,1190,0,1959,0,98028,47.7428,-122.244
245,3,2.25,1350,6775,1,FALSE,0,3,7,930,420,1981,0,98032,47.3593,-122.289
329.95,3,1,1750,7800,1,FALSE,0,4,7,1150,600,1956,0,98166,47.4596,-122.343
289,2,1,710,6300,1,FALSE,0,3,6,710,0,1942,0,98126,47.5155,-122.374
590,3,2.5,2520,10223,2,FALSE,0,3,10,2520,0,1988,0,98074,47.631,-122.042
485,2,2,1510,3961,1,FALSE,0,3,8,1510,0,2010,0,98053,47.709,-122.018
764,4,2.5,2790,7938,2,FALSE,0,3,9,2790,0,1997,0,98074,47.6223,-122.026
239,2,1,1210,9375,1,FALSE,1,4,7,1210,0,1952,0,98198,47.3865,-122.322
680,4,2.5,2880,9202,1,FALSE,0,3,8,1780,1100,1977,0,98052,47.6658,-122.139
442,4,2.5,2520,7253,2,FALSE,0,3,9,2520,0,1990,0,98059,47.5148,-122.159
689,4,2.5,2240,7350,2,FALSE,0,3,9,2240,0,1989,0,98029,47.5652,-122.013
265,3,2,1570,5706,1,FALSE,0,3,7,1570,0,1998,0,98092,47.3156,-122.188
520,2,1,1340,6380,1,FALSE,0,3,7,890,450,1939,0,98115,47.697,-122.313
330,5,2.5,2600,3839,2,FALSE,0,3,7,2600,0,2005,0,98058,47.4324,-122.145
605,3,2.25,1960,10139,2,FALSE,0,3,8,1960,0,1984,0,98074,47.6481,-122.061
405,3,2.25,1660,8307,1,FALSE,0,4,8,1660,0,1961,0,98133,47.7575,-122.352
468,3,2.25,1630,2490,2,FALSE,0,3,7,1630,0,2004,0,98053,47.6807,-122.031
306.5,3,1.5,1100,8140,1,FALSE,0,4,7,1100,0,1965,0,98059,47.5004,-122.162
309.5,3,1,1250,7320,1,FALSE,0,3,7,1250,0,1968,0,98059,47.5074,-122.163
430,4,1,1350,9000,1.5,FALSE,0,4,7,1350,0,1964,0,98103,47.6953,-122.332
492,2,1,1290,6272,1,FALSE,0,4,6,890,400,1922,0,98115,47.6777,-122.305
308,2,1,1680,9250,1,FALSE,0,3,7,860,820,1969,0,98072,47.7618,-122.162
385,4,3,2120,13000,2,FALSE,0,4,8,2120,0,1978,0,98059,47.4745,-122.141
597,4,2.5,2340,7877,2,FALSE,0,3,9,2340,0,2004,0,98125,47.73,-122.315
325,3,2.5,2330,8627,1,FALSE,0,4,7,1480,850,1980,0,98055,47.4543,-122.21
325,2,1,790,6000,1,FALSE,0,3,7,790,0,1948,0,98118,47.5543,-122.273
610,3,1,1180,3400,1.5,FALSE,0,3,8,1180,0,1907,0,98109,47.6376,-122.353
445,3,1.75,1360,4998,1,FALSE,0,3,8,1360,0,1968,2014,98108,47.547,-122.302
210,4,2,1520,6174,1.5,FALSE,0,5,6,1520,0,1920,0,98022,47.2105,-121.989
960,5,2.75,3040,10257,2,FALSE,0,3,10,3040,0,1993,0,98006,47.5531,-122.119
592.5,2,2,1870,4751,1,FALSE,0,3,8,1870,0,2006,0,98053,47.7082,-122.015
325,4,2,1780,10622,1,FALSE,0,4,7,900,880,1976,0,98058,47.4573,-122.158
299.25,3,2.5,2530,8669,2,FALSE,0,3,9,2530,0,1990,0,98023,47.3073,-122.395
251,3,2,1650,7930,1,FALSE,0,4,7,1650,0,1989,0,98038,47.3617,-122.05
390,1,1,710,4000,1,FALSE,0,4,6,610,100,1928,0,98103,47.6562,-122.354
280,3,1,1350,7553,1.5,FALSE,0,3,6,1350,0,1914,0,98118,47.5345,-122.274
230,3,1.5,1330,9548,1,FALSE,0,5,7,1330,0,1967,0,98042,47.3675,-122.11
725,3,1,940,8377,1,FALSE,0,4,7,940,0,1952,0,98004,47.5974,-122.2
227.49,3,1.75,1820,7194,1,FALSE,0,4,7,1820,0,1967,0,98003,47.3352,-122.307
370,2,2.25,1280,835,2,FALSE,0,3,7,1080,200,2009,0,98118,47.5592,-122.284
463,3,1.75,1710,7320,1,FALSE,0,3,7,1710,0,1948,0,98155,47.7512,-122.281
259.95,3,1,1460,5825,1,FALSE,0,5,5,1260,200,1942,0,98056,47.4958,-122.191
315,6,2.75,2940,7350,1,FALSE,0,3,8,1780,1160,1978,0,98023,47.3103,-122.339
305.495,3,1.75,2110,10200,2,FALSE,0,4,7,2110,0,1966,0,98059,47.4744,-122.154
280,2,1,1880,7560,1,FALSE,0,3,6,940,940,1919,0,98126,47.5261,-122.374
310,3,1,1330,3740,1.5,FALSE,0,3,6,1330,0,1903,0,98118,47.5502,-122.274
303,2,1.5,1000,1075,2,FALSE,0,3,7,840,160,2007,0,98144,47.5708,-122.288
720,4,2,1760,4500,1.5,FALSE,0,5,7,1760,0,1906,0,98103,47.6711,-122.331
978,4,2.75,2620,13777,1.5,FALSE,2,4,9,1720,900,1926,0,98144,47.58,-122.285
387.5,6,2,2400,7684,1,FALSE,0,3,6,1200,1200,1932,2005,98028,47.7705,-122.269
227,2,1,860,6800,1,FALSE,0,3,6,860,0,1943,0,98133,47.7274,-122.337
410,4,2.5,2560,4020,2,FALSE,0,3,9,2560,0,2006,0,98038,47.3533,-122.027
585,4,2,2400,12753,1,FALSE,0,4,7,2400,0,1962,0,98033,47.6947,-122.177
190.5,3,2,1390,10155,1,FALSE,0,3,7,1130,260,1980,0,98003,47.2575,-122.305
397,5,1,1170,6757,1,FALSE,0,4,6,800,370,1944,0,98125,47.7332,-122.304
650,3,2.5,2190,3600,2,FALSE,0,3,9,2190,0,2003,0,98029,47.5506,-121.993
900,4,2,1980,7200,2,FALSE,3,3,8,1700,280,1910,0,98119,47.6318,-122.369
300,3,1,1220,13000,1,FALSE,0,4,7,1220,0,1955,0,98133,47.7608,-122.353
311,2,1,860,3300,1,FALSE,0,5,6,860,0,1903,0,98118,47.5496,-122.279
390,4,1.75,2700,7875,1.5,FALSE,0,4,8,2700,0,1968,0,98058,47.454,-122.144
400,3,2.5,1495,936,3,FALSE,0,3,8,1405,90,2006,0,98144,47.593,-122.295
